rule_id,y_homo,y_stable,y_prop,y_chaotic,y_complex,y_conf
540809,0.0,4.630934222404108e-05,0.9997698843479157,1.6897420141503972e-05,0.0001669084660533737,0.9997698843479157
587173,0.0,5.3812164878763724e-05,0.999827966094017,9.029490547618479e-06,0.00010920729146161133,0.999827966094017
616643,0.0,1.8128055080524065e-05,0.9998916208744049,4.996170514459664e-06,8.524625445715935e-05,0.9998916208744049
827559,0.0,5.035468739151838e-05,0.0001063046536728279,0.0001287161649088028,0.9997146219015122,0.9997146219015122
851856,0.0,6.284191363192803e-06,0.9998795092105865,4.728491171590577e-06,0.0001094543080398208,0.9998795092105865
933285,0.0,6.660004846706996e-05,0.20011972378997595,0.0002721918799124533,0.7995414893055568,0.9994587630033493
941240,0.0,0.9994454830884933,0.00010014563413276508,0.0001656811444262963,0.00028867927030655,0.9994454830884933
1007761,0.0,1.008586018542701e-05,0.9998930633068085,3.154912837999291e-06,9.368642786283987e-05,0.9998930633068085
1122185,0.0,1.0567326671662159e-05,0.9999230742454529,2.244714693233618e-06,6.41147398710018e-05,0.9999230742454529
1201879,0.0,2.2628824808634818e-05,0.9998851001262665,5.071749205853848e-06,8.717985729163047e-05,0.9998851001262665
1334992,0.0,0.999876594543457,3.2128040857060114e-05,2.8679896786343306e-05,6.257174754864536e-05,0.999876594543457
1401324,0.0,0.00060174678364997,0.00021375175325600264,0.8446214059367776,0.1545631044893525,0.9323058366775513
1416367,0.0,7.777084238114185e-06,0.9999397099018097,3.131256141841732e-06,4.938287002005381e-05,0.9999397099018097
1709053,0.0,2.1678006760339485e-05,0.9997618138790131,9.545862758386647e-06,0.000206981875817245,0.9997618138790131
1738788,0.0,9.857457416728722e-06,0.999920803308487,9.036706023834995e-06,6.030466702213663e-05,0.999920803308487
1803349,0.0,2.4219161059590987e-05,0.9999140501022339,2.574792165432882e-06,5.915666370128747e-05,0.9999140501022339
1820956,0.0,1.1332430722177378e-05,0.999915599822998,2.8120649290030996e-06,7.026583043625578e-05,0.999915599822998
1878970,0.0,2.164929674108862e-05,0.9998979210853577,4.123012035961437e-06,7.63012059906032e-05,0.9998979210853577
1892965,0.0,9.781104035936779e-05,8.926304153646095e-05,0.004679691979254065,0.9951332420110702,0.9951332420110702
1898556,0.0,3.4990440144611054e-05,5.6656402466614595e-05,9.407981633555827e-05,0.9998142719268799,0.9998142719268799
2052834,0.0,0.002351941400411255,0.0832571792940143,0.9081624191399896,0.00622844291783617,0.9581341981887818
2151770,0.0,0.999935868382454,1.54231343913093e-05,1.7268413375859382e-05,3.14215905746068e-05,0.999935868382454
2164671,0.0,9.623570576877682e-06,0.9998963356018067,4.5230239720694955e-06,8.955244557000334e-05,0.9998963356018067
2330068,0.0,0.00013383814330150258,4.169730522107784e-06,0.998939710855484,0.0009222804124873951,0.998939710855484
2881810,0.0,0.0003259677027017055,0.00016437114963988717,0.39739544442272745,0.6021142227109522,0.9232002198696136
2903741,0.0,2.878990962926764e-05,0.9999250113964081,8.054688782976882e-06,3.8133446287247354e-05,0.9999250113964081
2922806,0.0,1.1292979479549103e-05,0.9998570561408997,6.245095346457674e-06,0.00012537466755016,0.9998570561408997
3115232,0.0,2.174664509766444e-05,0.9998725712299347,6.34962373169401e-06,9.932282846418026e-05,0.9998725712299347
3243961,0.0,1.0800253949128092e-05,0.9999236702919007,2.516647748507239e-06,6.300166387518402e-05,0.9999236702919007
3436942,0.0,3.53737114892283e-05,0.9998779773712159,3.887004459102172e-06,8.275083418993746e-05,0.9998779773712159
3439874,0.0,0.001076146545528845,0.0005002130781121716,0.6491738583892583,0.34924979611532764,0.811157675087452
3445559,0.0,0.0003083535043060492,0.9646942228078842,0.0002468492063598986,0.03475056293609665,0.9646942228078842
3584608,0.0,0.9997308939695358,4.9541277007847384e-05,7.105650638550287e-05,0.0001485432723711391,0.9997308939695358
3613421,0.0,0.29985423204636846,0.6999803424785569,3.841114607893784e-05,0.00012701814775935676,0.9997959792613983
3660092,0.0,7.306005584267846e-05,1.0442137866828461e-06,0.9996715217828751,0.0002543739269185369,0.9996715217828751
4030612,0.0,1.6707766599211026e-05,0.9999082386493683,5.682997635858556e-06,6.936979852980245e-05,0.9999082386493683
4133270,0.0,0.00019128450730925998,1.0470600557255239e-05,0.9969129204750061,0.002885316195897705,0.9969129204750061
4301559,0.0,2.472710084475693e-05,0.9998858988285064,4.958318641001824e-06,8.438977674813941e-05,0.9998858988285064
4464486,0.0,4.6081748587312175e-05,0.9998107850551605,9.415717659067014e-06,0.000133755093702305,0.9998107850551605
4656656,0.0,3.324168728795485e-05,0.9996203035116196,2.053068556051585e-05,0.00032594121294090997,0.9996203035116196
4751596,0.0,8.162233507391648e-06,0.9999267816543579,9.689869375506533e-06,5.537473371077795e-05,0.9999267816543579
4883836,0.0,3.060370190723916e-05,0.9999117493629456,6.5162654550476875e-06,5.1140657342330086e-05,0.9999117493629456
4902519,0.0,5.092669534860761e-05,0.0001728204340906395,0.00018752163559834,0.9995887190103531,0.9995887190103531
5026845,0.0,1.6263544148387153e-05,0.9999197065830231,9.995355230785209e-06,5.401545604399871e-05,0.9999197065830231
5209824,0.0,0.0012733902287436149,0.0006811773429944354,0.5992981260642409,0.3987473071319982,0.8148785769939423
5301302,0.0,3.4612933632161e-05,0.9998857319355011,3.9818635286792414e-06,7.56491113861557e-05,0.9998857319355011
5397765,0.0,0.09998795061019336,3.905694484274136e-05,4.092540111741982e-05,0.8999320765185985,0.9998997271060943
5580052,0.0,4.543929208011832e-05,0.9998033046722412,9.377067681271e-06,0.00014188120621835002,0.9998033046722412
5766899,0.0,0.9998792409896851,3.32111461830209e-05,2.3470526684832294e-05,6.404227060556878e-05,0.9998792409896851
6035224,0.0,1.0905496719715301e-05,0.9999025166034698,1.4163115292831207e-05,7.240719241963234e-05,0.9999025166034698
6225134,0.0,3.380219379778282e-06,0.9999684870243073,8.107830836934226e-07,2.7322355344949754e-05,0.9999684870243073
6350255,0.0,3.232033104723086e-05,0.9998292177915573,8.569940473535097e-06,0.00012989428723808502,0.9998292177915573
6646515,0.0,4.677315500884749e-05,0.9998901009559631,3.748751856846866e-06,5.937970418016863e-05,0.9998901009559631
6828334,0.0,0.9999246895313263,2.644894630066119e-05,1.3865368055121508e-05,3.49988324160222e-05,0.9999246895313263
6939087,0.0,1.9465465356915956e-05,0.9998685181140899,5.63545345357852e-06,0.00010636958759274395,0.9998685181140899
6978425,0.0,0.0003448781611950453,0.00018468519192536161,0.09857748759677629,0.9008929461240769,0.9367416113615036
7249228,0.0,1.3316850890987553e-05,0.9998954951763153,4.7476329882556454e-06,8.643116234452464e-05,0.9998954951763153
7454301,0.0,1.622287913960463e-05,2.8001046212011714e-05,5.693224193237256e-05,0.9998988330364227,0.9998988330364227
7676394,0.0,0.9999414324760437,1.7219947312696605e-05,1.1285189202681067e-05,3.007583236467326e-05,0.9999414324760437
7769214,0.0,1.1961286418227246e-05,0.9998912990093232,4.132231504172524e-06,9.258552563550525e-05,0.9998912990093232
7844208,0.0,0.9999472677707673,3.084577872414229e-06,1.9089196030108724e-05,3.052198417208274e-05,0.9999472677707673
7878940,0.0,8.245038461608781e-05,0.00019684529379443145,0.00029159231235093,0.9994291186332702,0.9994291186332702
7881784,0.0,0.9995739936828614,0.000104300663951998,0.00012263103926668222,0.00019907020796377001,0.9995739936828614
